"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","2/22","97/17284",0.0206185567010309,16.1986879100281,5.35879662502817,0.00669312737678233,0.0943122494001147,0.0723754443613783,"CYTB/ND2",2
"GO:0022904","GO:0022904","respiratory electron transport chain","2/22","121/17284",0.0165289256198347,12.9857250187829,4.72319355161583,0.0102460158972376,0.128461788880492,0.098581882129002,"CYTB/ND2",2
"GO:0022900","GO:0022900","electron transport chain","2/22","131/17284",0.0152671755725191,11.9944482997918,4.50935466853969,0.0119254261213425,0.128461788880492,0.098581882129002,"CYTB/ND2",2
"GO:0042989","GO:0042989","sequestering of actin monomers","1/22","10/17284",0.1,78.5636363636364,8.7586476034776,0.0126591523362856,0.128461788880492,0.098581882129002,"TMSB10",1
"GO:0044829","GO:0044829","positive regulation by host of viral genome replication","1/22","11/17284",0.0909090909090909,71.4214876033058,8.34051754560626,0.013916620128841,0.128461788880492,0.098581882129002,"EEF1A1",1
"GO:0046689","GO:0046689","response to mercury ion","1/22","11/17284",0.0909090909090909,71.4214876033058,8.34051754560626,0.013916620128841,0.128461788880492,0.098581882129002,"CYTB",1
"GO:0006119","GO:0006119","oxidative phosphorylation","2/22","143/17284",0.013986013986014,10.9879211697394,4.28154385250888,0.0140893574901184,0.128461788880492,0.098581882129002,"CYTB/ND2",2
"GO:0031125","GO:0031125","rRNA 3'-end processing","1/22","12/17284",0.0833333333333333,65.469696969697,7.97535982892389,0.0151725591294294,0.13065259250342,0.10026311003658,"RPS21",1
"GO:0006122","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","1/22","13/17284",0.0769230769230769,60.4335664335664,7.6527949173428,0.0164269711083053,0.134009501146701,0.102839209708504,"CYTB",1
"GO:0061684","GO:0061684","chaperone-mediated autophagy","1/22","15/17284",0.0666666666666667,52.3757575757576,7.10633412030225,0.0189312210722057,0.139307615358668,0.106904995147908,"EEF1A1",1
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/22","16/17284",0.0625,49.1022727272727,6.87194882875356,0.0201810625880093,0.139307615358668,0.106904995147908,"RPS21",1
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/22","17/17284",0.0588235294117647,46.2139037433155,6.65830018027823,0.0214293841436651,0.139307615358668,0.106904995147908,"RPL7",1
"GO:1900118","GO:1900118","negative regulation of execution phase of apoptosis","1/22","18/17284",0.0555555555555556,43.6464646464646,6.46247339057584,0.0226761874997102,0.139307615358668,0.106904995147908,"MTRNR2L8",1
"GO:1904044","GO:1904044","response to aldosterone","1/22","19/17284",0.0526315789473684,41.3492822966507,6.28209750150603,0.0239214744147463,0.139307615358668,0.106904995147908,"RPL27",1
"GO:1902600","GO:1902600","proton transmembrane transport","2/22","191/17284",0.0104712041884817,8.2265587815326,3.58520857247765,0.0242723550090626,0.139307615358668,0.106904995147908,"CYTB/ND2",2
"GO:0009060","GO:0009060","aerobic respiration","2/22","194/17284",0.0103092783505155,8.09934395501406,3.54995951800086,0.0249855619518301,0.139307615358668,0.106904995147908,"CYTB/ND2",2
"GO:0000028","GO:0000028","ribosomal small subunit assembly","1/22","20/17284",0.05,39.2818181818182,6.11522146330933,0.0251652466454368,0.139307615358668,0.106904995147908,"RPS27",1
"GO:0055093","GO:0055093","response to hyperoxia","1/22","20/17284",0.05,39.2818181818182,6.11522146330933,0.0251652466454368,0.139307615358668,0.106904995147908,"CYTB",1
"GO:0044794","GO:0044794","positive regulation by host of viral process","1/22","22/17284",0.0454545454545455,35.7107438016529,5.81574095079112,0.0276482540707788,0.147775151067955,0.113403002177786,"EEF1A1",1
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/22","24/17284",0.0416666666666667,32.7348484848485,5.55388654305227,0.0301252237904257,0.150626118952129,0.115590841708594,"RPS21",1
"GO:0033762","GO:0033762","response to glucagon","1/22","24/17284",0.0416666666666667,32.7348484848485,5.55388654305227,0.0301252237904257,0.150626118952129,0.115590841708594,"CYTB",1
"GO:0000470","GO:0000470","maturation of LSU-rRNA","1/22","26/17284",0.0384615384615385,30.2167832167832,5.32229802047864,0.0325961697882307,0.153103221732599,0.117491776270177,"RPL7",1
"GO:0044827","GO:0044827","modulation by host of viral genome replication","1/22","26/17284",0.0384615384615385,30.2167832167832,5.32229802047864,0.0325961697882307,0.153103221732599,0.117491776270177,"EEF1A1",1
"GO:0036296","GO:0036296","response to increased oxygen levels","1/22","27/17284",0.037037037037037,29.0976430976431,5.21608276051283,0.0338293882529809,0.154222211153295,0.118350491411357,"CYTB",1
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","1/22","30/17284",0.0333333333333333,26.1878787878788,4.92927076281722,0.0375200463999342,0.162763462532354,0.124905068021433,"RPL37",1
"GO:0045333","GO:0045333","cellular respiration","2/22","243/17284",0.00823045267489712,6.46614291058736,3.06345799497224,0.037803126781708,0.162763462532354,0.124905068021433,"CYTB/ND2",2
"GO:1900117","GO:1900117","regulation of execution phase of apoptosis","1/22","32/17284",0.03125,24.5511363636364,4.76038941388516,0.039973004827935,0.167454479684592,0.128504965734186,"MTRNR2L8",1
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","1/22","35/17284",0.0285714285714286,22.4467532467532,4.53407777416588,0.0436412566178739,0.17344601989155,0.133102887930358,"RPS21",1
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/22","35/17284",0.0285714285714286,22.4467532467532,4.53407777416588,0.0436412566178739,0.17344601989155,0.133102887930358,"RPS21",1
"GO:0046688","GO:0046688","response to copper ion","1/22","36/17284",0.0277777777777778,21.8232323232323,4.46483457279284,0.0448610312340489,0.17383649603194,0.133402540248619,"CYTB",1
"GO:0097305","GO:0097305","response to alcohol","2/22","271/17284",0.00738007380073801,5.79805434417981,2.8420695806576,0.0460458108735201,0.174075626473064,0.13358604951753,"CYTB/RPL27",2
"GO:0051385","GO:0051385","response to mineralocorticoid","1/22","38/17284",0.0263157894736842,20.6746411483254,4.33440787309001,0.0472961268429773,0.17454523001575,0.133946424392392,"RPL27",1
"GO:0071364","GO:0071364","cellular response to epidermal growth factor stimulus","1/22","43/17284",0.0232558139534884,18.2706131078224,4.04795901264186,0.0533579666306656,0.192336856459376,0.147599760814326,"EEF1A1",1
"GO:0001666","GO:0001666","response to hypoxia","2/22","302/17284",0.00662251655629139,5.20288982540638,2.63046427559508,0.055873954562313,0.195435133963559,0.149977386335363,"CYTB/ND2",2
"GO:0070849","GO:0070849","response to epidermal growth factor","1/22","48/17284",0.0208333333333333,16.3674242424242,3.80608783116905,0.059382978829895,0.195435133963559,0.149977386335363,"EEF1A1",1
"GO:0036293","GO:0036293","response to decreased oxygen levels","2/22","316/17284",0.00632911392405063,4.97238204833141,2.54421947938251,0.0605374624579065,0.195435133963559,0.149977386335363,"CYTB/ND2",2
"GO:0044788","GO:0044788","modulation by host of viral process","1/22","49/17284",0.0204081632653061,16.0333951762523,3.76205221595299,0.060583580736703,0.195435133963559,0.149977386335363,"EEF1A1",1
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","1/22","50/17284",0.02,15.7127272727273,3.71929384764866,0.0617827197691252,0.195435133963559,0.149977386335363,"ND2",1
"GO:0046686","GO:0046686","response to cadmium ion","1/22","50/17284",0.02,15.7127272727273,3.71929384764866,0.0617827197691252,0.195435133963559,0.149977386335363,"CYTB",1
"GO:0030490","GO:0030490","maturation of SSU-rRNA","1/22","54/17284",0.0185185185185185,14.5488215488215,3.55984520076599,0.0665646810801062,0.206350511348329,0.158353872885305,"RPS21",1
"GO:0042255","GO:0042255","ribosome assembly","1/22","56/17284",0.0178571428571429,14.0292207792208,3.48634510307333,0.0689469285396481,0.207293703513519,0.159077680794755,"RPS27",1
"GO:0070482","GO:0070482","response to oxygen levels","2/22","342/17284",0.00584795321637427,4.59436469962786,2.39678017608696,0.0695436940819547,0.207293703513519,0.159077680794755,"CYTB/ND2",2
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","2/22","346/17284",0.00578034682080925,4.54125065685759,2.37541230833269,0.0709673299744755,0.207545965019692,0.159271266874195,"CYTB/ND2",2
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","1/22","61/17284",0.0163934426229508,12.8792846497765,3.31799826749472,0.0748771836115273,0.211017517450668,0.161935344461293,"ND2",1
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","1/22","61/17284",0.0163934426229508,12.8792846497765,3.31799826749472,0.0748771836115273,0.211017517450668,0.161935344461293,"ND2",1
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","1/22","63/17284",0.0158730158730159,12.4704184704185,3.2560847703336,0.0772391755081341,0.213787003638585,0.164060654744721,"TMSB10",1
"GO:0031100","GO:0031100","animal organ regeneration","1/22","67/17284",0.0149253731343284,11.7259158751696,3.14028017375793,0.0819459013404862,0.215281605216532,0.16520761554817,"CYTB",1
"GO:0032507","GO:0032507","maintenance of protein location in cell","1/22","67/17284",0.0149253731343284,11.7259158751696,3.14028017375793,0.0819459013404862,0.215281605216532,0.16520761554817,"TMSB10",1
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","1/22","67/17284",0.0149253731343284,11.7259158751696,3.14028017375793,0.0819459013404862,0.215281605216532,0.16520761554817,"ND2",1
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","1/22","76/17284",0.0131578947368421,10.3373205741627,2.9123208282872,0.0924523891073851,0.238835338527411,0.183282806476044,"ND2",1
"GO:0032272","GO:0032272","negative regulation of protein polymerization","1/22","78/17284",0.0128205128205128,10.0722610722611,2.86680551138244,0.0947715271620824,0.240812896887258,0.184800389461869,"TMSB10",1
"GO:0051851","GO:0051851","modulation by host of symbiont process","1/22","89/17284",0.0112359550561798,8.82737487231869,2.64292839084153,0.1074260089838,0.264329405957032,0.202847014418639,"EEF1A1",1
"GO:0097194","GO:0097194","execution phase of apoptosis","1/22","90/17284",0.0111111111111111,8.72929292929293,2.62450805200153,0.108568005366606,0.264329405957032,0.202847014418639,"MTRNR2L8",1
"GO:0031123","GO:0031123","RNA 3'-end processing","1/22","92/17284",0.0108695652173913,8.53952569169961,2.58851143064509,0.110847815401336,0.264329405957032,0.202847014418639,"RPS21",1
"GO:0033273","GO:0033273","response to vitamin","1/22","92/17284",0.0108695652173913,8.53952569169961,2.58851143064509,0.110847815401336,0.264329405957032,0.202847014418639,"CYTB",1
"GO:0045185","GO:0045185","maintenance of protein location","1/22","94/17284",0.0106382978723404,8.357833655706,2.55359078744409,0.113122059269276,0.265665442223299,0.20387229182501,"TMSB10",1
"GO:0006754","GO:0006754","ATP biosynthetic process","1/22","98/17284",0.0102040816326531,8.01669758812616,2.48675925358032,0.117653900252957,0.272184396107587,0.20887495253078,"ND2",1
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","1/22","102/17284",0.00980392156862745,7.70231729055258,2.42361460782111,0.122163631528351,0.27230309636374,0.208966043389492,"ND2",1
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","2/22","480/17284",0.00416666666666667,3.27348484848485,1.8033569408625,0.123572966852948,0.27230309636374,0.208966043389492,"CYTB/ND2",2
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/22","106/17284",0.00943396226415094,7.41166380789022,2.36381086748099,0.126651355850468,0.27230309636374,0.208966043389492,"RPL30",1
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/22","108/17284",0.00925925925925926,7.27441077441077,2.3350659933287,0.128886997390857,0.27230309636374,0.208966043389492,"ND2",1
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","1/22","108/17284",0.00925925925925926,7.27441077441077,2.3350659933287,0.128886997390857,0.27230309636374,0.208966043389492,"RPS12",1
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","1/22","108/17284",0.00925925925925926,7.27441077441077,2.3350659933287,0.128886997390857,0.27230309636374,0.208966043389492,"RPL37",1
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","1/22","109/17284",0.00917431192660551,7.20767306088407,2.32096751109916,0.13000276858656,0.27230309636374,0.208966043389492,"ND2",1
"GO:0097250","GO:0097250","mitochondrial respirasome assembly","1/22","112/17284",0.00892857142857143,7.01461038961039,2.27971953551664,0.133341902956578,0.274211777997171,0.210430770211751,"ND2",1
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","1/22","113/17284",0.00884955752212389,6.95253419147224,2.26630666266202,0.134452226630871,0.274211777997171,0.210430770211751,"ND2",1
"GO:0001824","GO:0001824","blastocyst development","1/22","118/17284",0.00847457627118644,6.65793528505393,2.20160688411181,0.139983507851935,0.280538559701764,0.215285957530047,"RPL13",1
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","1/22","121/17284",0.00826446280991736,6.49286250939144,2.16456265629432,0.143286063649286,0.280538559701764,0.215285957530047,"ND2",1
"GO:0031640","GO:0031640","killing of cells of another organism","1/22","124/17284",0.00806451612903226,6.33577712609971,2.12875279408218,0.146576511625479,0.280538559701764,0.215285957530047,"RPL30",1
"GO:0141061","GO:0141061","disruption of cell in another organism","1/22","124/17284",0.00806451612903226,6.33577712609971,2.12875279408218,0.146576511625479,0.280538559701764,0.215285957530047,"RPL30",1
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","1/22","127/17284",0.0078740157480315,6.18611309949893,2.09410530881207,0.149854894063768,0.280538559701764,0.215285957530047,"EEF1A1",1
"GO:0141060","GO:0141060","disruption of anatomical structure in another organism","1/22","127/17284",0.0078740157480315,6.18611309949893,2.09410530881207,0.149854894063768,0.280538559701764,0.215285957530047,"RPL30",1
"GO:0019079","GO:0019079","viral genome replication","1/22","128/17284",0.0078125,6.13778409090909,2.08280285785032,0.150945014267219,0.280538559701764,0.215285957530047,"EEF1A1",1
"GO:0045471","GO:0045471","response to ethanol","1/22","129/17284",0.00775193798449612,6.09020436927414,2.07161984467106,0.15203380009644,0.280538559701764,0.215285957530047,"CYTB",1
"GO:0030833","GO:0030833","regulation of actin filament polymerization","1/22","133/17284",0.0075187969924812,5.90704032809296,2.02803793097537,0.15637563075856,0.285155561971493,0.218829056046035,"TMSB10",1
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","1/22","136/17284",0.00735294117647059,5.77673796791444,1.99650078068454,0.15961806888181,0.286297890970047,0.219705682034739,"RPL30",1
"GO:0051592","GO:0051592","response to calcium ion","1/22","137/17284",0.0072992700729927,5.73457199734572,1.98619682826271,0.160696235576736,0.286297890970047,0.219705682034739,"CYTB",1
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","1/22","144/17284",0.00694444444444444,5.45580808080808,1.91680380700544,0.168206516391763,0.296272841371855,0.227360482682646,"RPS12",1
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","1/22","148/17284",0.00675675675675676,5.30835380835381,1.87915602686423,0.172469258510653,0.300367809765743,0.230502971161487,"TMSB10",1
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","1/22","151/17284",0.00662251655629139,5.20288982540638,1.85180443979929,0.175652622098592,0.301280061279514,0.231203035141494,"TMSB10",1
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","1/22","153/17284",0.0065359477124183,5.13487819370172,1.83397084630814,0.177768366824365,0.301280061279514,0.231203035141494,"ND2",1
"GO:0030832","GO:0030832","regulation of actin filament length","1/22","154/17284",0.00649350649350649,5.10153482880756,1.8251704632377,0.178824294436873,0.301280061279514,0.231203035141494,"TMSB10",1
"GO:0031960","GO:0031960","response to corticosteroid","1/22","156/17284",0.00641025641025641,5.03613053613054,1.80779643233173,0.180932267726778,0.30155377954463,0.231413087188748,"RPL27",1
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","1/22","161/17284",0.0062111801242236,4.87972896668549,1.76563019073842,0.186179626747178,0.30600170510639,0.234826435837162,"TMSB10",1
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","1/22","164/17284",0.00609756097560976,4.79046563192905,1.74115709289364,0.189312622878595,0.30600170510639,0.234826435837162,"TMSB10",1
"GO:0030041","GO:0030041","actin filament polymerization","1/22","165/17284",0.00606060606060606,4.76143250688705,1.73313103368402,0.190354394040784,0.30600170510639,0.234826435837162,"TMSB10",1
"GO:0007584","GO:0007584","response to nutrient","1/22","167/17284",0.00598802395209581,4.704409363092,1.71727059185493,0.192434104013811,0.30600170510639,0.234826435837162,"CYTB",1
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","1/22","168/17284",0.00595238095238095,4.67640692640693,1.70943435106635,0.193472045809202,0.30600170510639,0.234826435837162,"ND2",1
"GO:0019730","GO:0019730","antimicrobial humoral response","1/22","175/17284",0.00571428571428571,4.48935064935065,1.65625298842694,0.200702064330458,0.31108819971221,0.238729823887808,"RPL30",1
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","1/22","175/17284",0.00571428571428571,4.48935064935065,1.65625298842694,0.200702064330458,0.31108819971221,0.238729823887808,"ND2",1
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","1/22","181/17284",0.00552486187845304,4.34053239578101,1.61285073561203,0.206849943064518,0.317442981930695,0.243606498867019,"RPL37",1
"GO:0022618","GO:0022618","protein-RNA complex assembly","1/22","191/17284",0.00523560209424084,4.1132793907663,1.54454648439546,0.216996222840778,0.327908263511265,0.251637580826981,"RPS27",1
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","1/22","194/17284",0.00515463917525773,4.04967197750703,1.52495950779865,0.220015867130139,0.327908263511265,0.251637580826981,"ND2",1
"GO:0008154","GO:0008154","actin polymerization or depolymerization","1/22","194/17284",0.00515463917525773,4.04967197750703,1.52495950779865,0.220015867130139,0.327908263511265,0.251637580826981,"TMSB10",1
"GO:0031099","GO:0031099","regeneration","1/22","197/17284",0.0050761421319797,3.98800184586987,1.50576228128459,0.223024393577726,0.329226485757596,0.252649187712111,"CYTB",1
"GO:0071826","GO:0071826","protein-RNA complex organization","1/22","200/17284",0.005,3.92818181818182,1.48694055070485,0.226021841175229,0.330503635680759,0.253629275598817,"RPS27",1
"GO:0032271","GO:0032271","regulation of protein polymerization","1/22","205/17284",0.0048780487804878,3.83237250554324,1.45636901477134,0.230993072996017,0.334616133779277,0.256785216414657,"TMSB10",1
"GO:0060348","GO:0060348","bone development","1/22","217/17284",0.00460829493087558,3.62044407205698,1.38676067269016,0.242799979034658,0.348462932873814,0.267411282952401,"RPL13",1
"GO:0051651","GO:0051651","maintenance of location in cell","1/22","220/17284",0.00454545454545455,3.57107438016529,1.37012726665898,0.24572455453603,0.349424825257658,0.268149441454094,"TMSB10",1
"GO:1901654","GO:1901654","response to ketone","1/22","223/17284",0.00448430493273543,3.52303302079087,1.35378118450487,0.248638345837072,0.35035403277042,0.26886251750803,"RPL27",1
"GO:0046034","GO:0046034","ATP metabolic process","1/22","226/17284",0.00442477876106195,3.47626709573612,1.33771316337378,0.251541390816917,0.351251491681281,0.269551229609404,"ND2",1
"GO:0009165","GO:0009165","nucleotide biosynthetic process","1/22","230/17284",0.00434782608695652,3.41581027667984,1.31670644795472,0.255395466190519,0.353449082674379,0.271237666160984,"ND2",1
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","1/22","235/17284",0.00425531914893617,3.3431334622824,1.29109099256763,0.260186424726728,0.356892883474715,0.273880447080766,"ND2",1
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","1/22","249/17284",0.00401606425702811,3.15516611902154,1.2228824288128,0.273445071326361,0.366449895529765,0.281214520847969,"ND2",1
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","1/22","255/17284",0.00392156862745098,3.08092691622103,1.19510948842872,0.279057641103821,0.366449895529765,0.281214520847969,"ND2",1
"GO:0009636","GO:0009636","response to toxic substance","1/22","255/17284",0.00392156862745098,3.08092691622103,1.19510948842872,0.279057641103821,0.366449895529765,0.281214520847969,"CYTB",1
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","1/22","256/17284",0.00390625,3.06889204545455,1.19056014742705,0.279989036482041,0.366449895529765,0.281214520847969,"ND2",1
"GO:0001906","GO:0001906","cell killing","1/22","257/17284",0.00389105058365759,3.0569508312699,1.18603294683851,0.280919283204933,0.366449895529765,0.281214520847969,"RPL30",1
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","1/22","258/17284",0.00387596899224806,3.04510218463707,1.18152767975914,0.281848382621711,0.366449895529765,0.281214520847969,"RPS12",1
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","1/22","260/17284",0.00384615384615385,3.02167832167832,1.17258213222278,0.28370314492627,0.366449895529765,0.281214520847969,"ND2",1
"GO:0110053","GO:0110053","regulation of actin filament organization","1/22","264/17284",0.00378787878787879,2.97589531680441,1.15494543518727,0.287398961060621,0.368155693920631,0.282523554587649,"TMSB10",1
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","1/22","271/17284",0.003690036900369,2.8990271720899,1.12486582507884,0.293822881343681,0.373299562362873,0.286470971456738,"ND2",1
"GO:0051258","GO:0051258","protein polymerization","1/22","291/17284",0.00343642611683849,2.69978131833802,1.04395040425,0.311873767174147,0.393011657821079,0.301598080365243,"TMSB10",1
"GO:0006959","GO:0006959","humoral immune response","1/22","298/17284",0.00335570469798658,2.63636363636364,1.01722667754311,0.318086872995063,0.397608591243828,0.305125778000357,"RPL30",1
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","1/22","314/17284",0.00318471337579618,2.5020266357846,0.958907877282519,0.33208780346504,0.408409336535522,0.313414295609603,"RPS12",1
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","1/22","316/17284",0.00316455696202532,2.48619102416571,0.951871221790994,0.333818501873473,0.408409336535522,0.313414295609603,"EEF1A1",1
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","1/22","318/17284",0.00314465408805031,2.47055460263007,0.944887998172158,0.335544919025959,0.408409336535522,0.313414295609603,"ND2",1
"GO:0019058","GO:0019058","viral life cycle","1/22","320/17284",0.003125,2.45511363636364,0.93795740660516,0.337267065009979,0.408409336535522,0.313414295609603,"EEF1A1",1
"GO:0042742","GO:0042742","defense response to bacterium","1/22","327/17284",0.00305810397553517,2.40255768696136,0.914103660885612,0.343261085611204,0.411539453187786,0.315816354568556,"RPL30",1
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","1/22","330/17284",0.00303030303030303,2.38071625344353,0.904067104134828,0.345814078886974,0.411539453187786,0.315816354568556,"RPS12",1
"GO:0051235","GO:0051235","maintenance of location","1/22","337/17284",0.0029673590504451,2.33126517399514,0.881066027637646,0.351734273789511,0.411539453187786,0.315816354568556,"TMSB10",1
"GO:0048545","GO:0048545","response to steroid hormone","1/22","340/17284",0.00294117647058824,2.31069518716578,0.871381912844986,0.354255813746232,0.411539453187786,0.315816354568556,"RPL27",1
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","1/22","341/17284",0.00293255131964809,2.30391895494535,0.868176411870298,0.355094244582964,0.411539453187786,0.315816354568556,"TMSB10",1
"GO:0010038","GO:0010038","response to metal ion","1/22","344/17284",0.00290697674418605,2.2838266384778,0.858626425242883,0.357603306840643,0.411539453187786,0.315816354568556,"CYTB",1
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","1/22","345/17284",0.00289855072463768,2.27720685111989,0.855465012799511,0.35843758826033,0.411539453187786,0.315816354568556,"ND2",1
"GO:0032535","GO:0032535","regulation of cellular component size","1/22","359/17284",0.00278551532033426,2.18840212712079,0.812309730012276,0.370009481055208,0.419249688515279,0.321733207485409,"TMSB10",1
"GO:0010639","GO:0010639","negative regulation of organelle organization","1/22","364/17284",0.00274725274725275,2.15834165834166,0.797374856893726,0.374093804965783,0.419249688515279,0.321733207485409,"TMSB10",1
"GO:0009259","GO:0009259","ribonucleotide metabolic process","1/22","365/17284",0.00273972602739726,2.15242839352428,0.794416738326348,0.374907630987695,0.419249688515279,0.321733207485409,"ND2",1
"GO:0010506","GO:0010506","regulation of autophagy","1/22","371/17284",0.00269541778975741,2.11761823082578,0.776864823648457,0.379769416190724,0.419249688515279,0.321733207485409,"EEF1A1",1
"GO:0042176","GO:0042176","regulation of protein catabolic process","1/22","372/17284",0.00268817204301075,2.1119257086999,0.773971743971658,0.380576196350589,0.419249688515279,0.321733207485409,"EEF1A1",1
"GO:0019693","GO:0019693","ribose phosphate metabolic process","1/22","373/17284",0.00268096514745308,2.10626370948087,0.771087718860715,0.381381974713899,0.419249688515279,0.321733207485409,"ND2",1
"GO:0032970","GO:0032970","regulation of actin filament-based process","1/22","383/17284",0.00261096605744125,2.05126987894612,0.742733061990632,0.389384919531688,0.425032834700081,0.326171207613645,"TMSB10",1
