"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","1/21","20/17284",0.05,41.152380952381,6.2663790901516,0.0240345446175363,0.191576338720343,0.15196912635981,"MIF",1
"GO:0033194","GO:0033194","response to hydroperoxide","1/21","20/17284",0.05,41.152380952381,6.2663790901516,0.0240345446175363,0.191576338720343,0.15196912635981,"ND1",1
"GO:0042474","GO:0042474","middle ear morphogenesis","1/21","21/17284",0.0476190476190476,39.1927437641723,6.10792152188006,0.0252217129773041,0.191576338720343,0.15196912635981,"RPL38",1
"GO:0002689","GO:0002689","negative regulation of leukocyte chemotaxis","1/21","22/17284",0.0454545454545455,37.4112554112554,5.96022307390085,0.0264075059465144,0.191576338720343,0.15196912635981,"MIF",1
"GO:0032303","GO:0032303","regulation of icosanoid secretion","1/21","22/17284",0.0454545454545455,37.4112554112554,5.96022307390085,0.0264075059465144,0.191576338720343,0.15196912635981,"MIF",1
"GO:0141156","GO:0141156","cAMP/PKA signal transduction","1/21","22/17284",0.0454545454545455,37.4112554112554,5.96022307390085,0.0264075059465144,0.191576338720343,0.15196912635981,"MIF",1
"GO:1902254","GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","1/21","22/17284",0.0454545454545455,37.4112554112554,5.96022307390085,0.0264075059465144,0.191576338720343,0.15196912635981,"MIF",1
"GO:2000773","GO:2000773","negative regulation of cellular senescence","1/21","22/17284",0.0454545454545455,37.4112554112554,5.96022307390085,0.0264075059465144,0.191576338720343,0.15196912635981,"MIF",1
"GO:2000193","GO:2000193","positive regulation of fatty acid transport","1/21","24/17284",0.0416666666666667,34.2936507936508,5.69256138257562,0.0287749717671628,0.191576338720343,0.15196912635981,"MIF",1
"GO:0001783","GO:0001783","B cell apoptotic process","1/21","25/17284",0.04,32.9219047619048,5.57072942074266,0.0299566476416057,0.191576338720343,0.15196912635981,"MIF",1
"GO:0046034","GO:0046034","ATP metabolic process","2/21","226/17284",0.00884955752212389,7.28360724820902,3.31634934982382,0.0303612795260544,0.191576338720343,0.15196912635981,"GAPDH/ND1",2
"GO:0050821","GO:0050821","protein stabilization","2/21","229/17284",0.00873362445414847,7.18818881264296,3.28788419626189,0.0311067927080271,0.191576338720343,0.15196912635981,"GAPDH/PFN1",2
"GO:0000470","GO:0000470","maturation of LSU-rRNA","1/21","26/17284",0.0384615384615385,31.6556776556777,5.45586278843793,0.0311369541715052,0.191576338720343,0.15196912635981,"RPL35",1
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","2/21","230/17284",0.00869565217391304,7.15693581780538,3.27850984486931,0.031356929048804,0.191576338720343,0.15196912635981,"MIF/PPIA",2
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"PPIA",1
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"MIF",1
"GO:0002227","GO:0002227","innate immune response in mucosa","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"FAU",1
"GO:0010758","GO:0010758","regulation of macrophage chemotaxis","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"MIF",1
"GO:0019076","GO:0019076","viral release from host cell","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"PPIA",1
"GO:0031664","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"MIF",1
"GO:0035891","GO:0035891","exit from host cell","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"PPIA",1
"GO:0046457","GO:0046457","prostanoid biosynthetic process","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"MIF",1
"GO:0051497","GO:0051497","negative regulation of stress fiber assembly","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"PFN1",1
"GO:1902914","GO:1902914","regulation of protein polyubiquitination","1/21","28/17284",0.0357142857142857,29.3945578231292,5.24451264264649,0.0334934652263548,0.191576338720343,0.15196912635981,"PPIA",1
"GO:0030595","GO:0030595","leukocyte chemotaxis","2/21","239/17284",0.00836820083682008,6.88742777445706,3.19659132936266,0.0336444585183495,0.191576338720343,0.15196912635981,"MIF/PPIA",2
"GO:0097529","GO:0097529","myeloid leukocyte migration","2/21","239/17284",0.00836820083682008,6.88742777445706,3.19659132936266,0.0336444585183495,0.191576338720343,0.15196912635981,"MIF/PPIA",2
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","2/21","241/17284",0.00829875518672199,6.83027069749061,3.17896170109715,0.0341615789493632,0.191576338720343,0.15196912635981,"MIF/PPIA",2
"GO:0015732","GO:0015732","prostaglandin transport","1/21","30/17284",0.0333333333333333,27.4349206349206,5.05422787286736,0.0358445169733685,0.191576338720343,0.15196912635981,"MIF",1
"GO:0050482","GO:0050482","arachidonate secretion","1/21","30/17284",0.0333333333333333,27.4349206349206,5.05422787286736,0.0358445169733685,0.191576338720343,0.15196912635981,"MIF",1
"GO:1902176","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","1/21","30/17284",0.0333333333333333,27.4349206349206,5.05422787286736,0.0358445169733685,0.191576338720343,0.15196912635981,"PPIA",1
"GO:1902230","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","1/21","30/17284",0.0333333333333333,27.4349206349206,5.05422787286736,0.0358445169733685,0.191576338720343,0.15196912635981,"MIF",1
"GO:1903963","GO:1903963","arachidonate transport","1/21","30/17284",0.0333333333333333,27.4349206349206,5.05422787286736,0.0358445169733685,0.191576338720343,0.15196912635981,"MIF",1
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","2/21","249/17284",0.00803212851405622,6.61082424937847,3.11040074282458,0.0362614568118269,0.191576338720343,0.15196912635981,"GAPDH/ND1",2
"GO:0032232","GO:0032232","negative regulation of actin filament bundle assembly","1/21","31/17284",0.032258064516129,26.5499231950845,4.96591420167592,0.0370179993625859,0.191576338720343,0.15196912635981,"PFN1",1
"GO:0045070","GO:0045070","positive regulation of viral genome replication","1/21","31/17284",0.032258064516129,26.5499231950845,4.96591420167592,0.0370179993625859,0.191576338720343,0.15196912635981,"PPIA",1
"GO:1900027","GO:1900027","regulation of ruffle assembly","1/21","31/17284",0.032258064516129,26.5499231950845,4.96591420167592,0.0370179993625859,0.191576338720343,0.15196912635981,"PFN1",1
"GO:1903901","GO:1903901","negative regulation of viral life cycle","1/21","31/17284",0.032258064516129,26.5499231950845,4.96591420167592,0.0370179993625859,0.191576338720343,0.15196912635981,"PPIA",1
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","2/21","255/17284",0.00784313725490196,6.45527544351074,3.06092915561473,0.0378688646541904,0.191576338720343,0.15196912635981,"GAPDH/ND1",2
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","2/21","256/17284",0.0078125,6.43005952380952,3.05283849471025,0.0381394380615278,0.191576338720343,0.15196912635981,"GAPDH/ND1",2
"GO:0033674","GO:0033674","positive regulation of kinase activity","2/21","256/17284",0.0078125,6.43005952380952,3.05283849471025,0.0381394380615278,0.191576338720343,0.15196912635981,"MIF/PPIA",2
"GO:0033032","GO:0033032","regulation of myeloid cell apoptotic process","1/21","32/17284",0.03125,25.7202380952381,4.88167644116726,0.0381901214290895,0.191576338720343,0.15196912635981,"MIF",1
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","1/21","32/17284",0.03125,25.7202380952381,4.88167644116726,0.0381901214290895,0.191576338720343,0.15196912635981,"MIF",1
"GO:0001906","GO:0001906","cell killing","2/21","257/17284",0.00778210116731518,6.40503983694645,3.04479087865487,0.0384107694487844,0.191576338720343,0.15196912635981,"GAPDH/RPL30",2
"GO:0018208","GO:0018208","peptidyl-proline modification","1/21","33/17284",0.0303030303030303,24.9408369408369,4.80120487213757,0.0393608846710319,0.191576338720343,0.15196912635981,"PPIA",1
"GO:0018198","GO:0018198","peptidyl-cysteine modification","1/21","34/17284",0.0294117647058824,24.2072829131653,4.72422183469611,0.0405302905850027,0.191576338720343,0.15196912635981,"GAPDH",1
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","1/21","34/17284",0.0294117647058824,24.2072829131653,4.72422183469611,0.0405302905850027,0.191576338720343,0.15196912635981,"FTH1",1
"GO:0051873","GO:0051873","killing by host of symbiont cells","1/21","34/17284",0.0294117647058824,24.2072829131653,4.72422183469611,0.0405302905850027,0.191576338720343,0.15196912635981,"GAPDH",1
"GO:0071676","GO:0071676","negative regulation of mononuclear cell migration","1/21","34/17284",0.0294117647058824,24.2072829131653,4.72422183469611,0.0405302905850027,0.191576338720343,0.15196912635981,"MIF",1
"GO:2000191","GO:2000191","regulation of fatty acid transport","1/21","34/17284",0.0294117647058824,24.2072829131653,4.72422183469611,0.0405302905850027,0.191576338720343,0.15196912635981,"MIF",1
"GO:0001782","GO:0001782","B cell homeostasis","1/21","35/17284",0.0285714285714286,23.5156462585034,4.65047758055996,0.0416983406660295,0.191576338720343,0.15196912635981,"MIF",1
"GO:0061081","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","1/21","35/17284",0.0285714285714286,23.5156462585034,4.65047758055996,0.0416983406660295,0.191576338720343,0.15196912635981,"MIF",1
"GO:0099010","GO:0099010","modification of postsynaptic structure","1/21","35/17284",0.0285714285714286,23.5156462585034,4.65047758055996,0.0416983406660295,0.191576338720343,0.15196912635981,"PFN1",1
"GO:1901797","GO:1901797","negative regulation of signal transduction by p53 class mediator","1/21","35/17284",0.0285714285714286,23.5156462585034,4.65047758055996,0.0416983406660295,0.191576338720343,0.15196912635981,"MIF",1
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","2/21","271/17284",0.00738007380073801,6.07415217009313,2.93642395786106,0.042287857091573,0.192469031809309,0.152677260724125,"GAPDH/ND1",2
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","1/21","37/17284",0.027027027027027,22.2445302445302,4.51182545265969,0.0440303793015648,0.197960399006734,0.157033322026308,"MIF",1
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","1/21","38/17284",0.0263157894736842,21.6591478696742,4.44652858586913,0.0451943708383342,0.197960399006734,0.157033322026308,"MIF",1
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","1/21","38/17284",0.0263157894736842,21.6591478696742,4.44652858586913,0.0451943708383342,0.197960399006734,0.157033322026308,"MIF",1
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","1/21","39/17284",0.0256410256410256,21.1037851037851,4.38368777757379,0.0463570125066867,0.197960399006734,0.157033322026308,"PPIA",1
"GO:0033028","GO:0033028","myeloid cell apoptotic process","1/21","39/17284",0.0256410256410256,21.1037851037851,4.38368777757379,0.0463570125066867,0.197960399006734,0.157033322026308,"MIF",1
"GO:0034389","GO:0034389","lipid droplet organization","1/21","39/17284",0.0256410256410256,21.1037851037851,4.38368777757379,0.0463570125066867,0.197960399006734,0.157033322026308,"PPIA",1
"GO:0002385","GO:0002385","mucosal immune response","1/21","40/17284",0.025,20.5761904761905,4.32314943473831,0.0475183057938628,0.197960399006734,0.157033322026308,"FAU",1
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","1/21","40/17284",0.025,20.5761904761905,4.32314943473831,0.0475183057938628,0.197960399006734,0.157033322026308,"PFN1",1
"GO:0060074","GO:0060074","synapse maturation","1/21","40/17284",0.025,20.5761904761905,4.32314943473831,0.0475183057938628,0.197960399006734,0.157033322026308,"PFN1",1
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","1/21","41/17284",0.024390243902439,20.0743321718931,4.26477312497488,0.0486782521855547,0.197960399006734,0.157033322026308,"PPIA",1
"GO:1903532","GO:1903532","positive regulation of secretion by cell","2/21","296/17284",0.00675675675675676,5.56113256113256,2.76063189215131,0.0495624490307402,0.197960399006734,0.157033322026308,"MIF/PPIA",2
"GO:0048246","GO:0048246","macrophage chemotaxis","1/21","42/17284",0.0238095238095238,19.5963718820862,4.20843015980868,0.0498368531658999,0.197960399006734,0.157033322026308,"MIF",1
"GO:0099563","GO:0099563","modification of synaptic structure","1/21","42/17284",0.0238095238095238,19.5963718820862,4.20843015980868,0.0498368531658999,0.197960399006734,0.157033322026308,"PFN1",1
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","1/21","43/17284",0.0232558139534884,19.140642303433,4.15400236008025,0.0509941102174906,0.197960399006734,0.157033322026308,"PPIA",1
"GO:0051347","GO:0051347","positive regulation of transferase activity","2/21","302/17284",0.00662251655629139,5.45064648375907,2.72140532214514,0.0513726163193674,0.197960399006734,0.157033322026308,"MIF/PPIA",2
"GO:0002251","GO:0002251","organ or tissue specific immune response","1/21","44/17284",0.0227272727272727,18.7056277056277,4.10138097643639,0.0521500248213667,0.197960399006734,0.157033322026308,"FAU",1
"GO:0097178","GO:0097178","ruffle assembly","1/21","44/17284",0.0227272727272727,18.7056277056277,4.10138097643639,0.0521500248213667,0.197960399006734,0.157033322026308,"PFN1",1
"GO:1905521","GO:1905521","regulation of macrophage migration","1/21","44/17284",0.0227272727272727,18.7056277056277,4.10138097643639,0.0521500248213667,0.197960399006734,0.157033322026308,"MIF",1
"GO:2000772","GO:2000772","regulation of cellular senescence","1/21","44/17284",0.0227272727272727,18.7056277056277,4.10138097643639,0.0521500248213667,0.197960399006734,0.157033322026308,"MIF",1
"GO:0006693","GO:0006693","prostaglandin metabolic process","1/21","46/17284",0.0217391304347826,17.8923395445135,4.0011640411447,0.0544578326024164,0.197960399006734,0.157033322026308,"MIF",1
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","1/21","46/17284",0.0217391304347826,17.8923395445135,4.0011640411447,0.0544578326024164,0.197960399006734,0.157033322026308,"PFN1",1
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","1/21","46/17284",0.0217391304347826,17.8923395445135,4.0011640411447,0.0544578326024164,0.197960399006734,0.157033322026308,"MIF",1
"GO:0050922","GO:0050922","negative regulation of chemotaxis","1/21","46/17284",0.0217391304347826,17.8923395445135,4.0011640411447,0.0544578326024164,0.197960399006734,0.157033322026308,"MIF",1
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","2/21","315/17284",0.00634920634920635,5.22569916855631,2.63989592195783,0.0553765194702865,0.197960399006734,0.157033322026308,"MIF/PPIA",2
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","1/21","47/17284",0.0212765957446809,17.5116514690983,3.9533901703114,0.0556097287339485,0.197960399006734,0.157033322026308,"MIF",1
"GO:0006692","GO:0006692","prostanoid metabolic process","1/21","47/17284",0.0212765957446809,17.5116514690983,3.9533901703114,0.0556097287339485,0.197960399006734,0.157033322026308,"MIF",1
"GO:0032309","GO:0032309","icosanoid secretion","1/21","47/17284",0.0212765957446809,17.5116514690983,3.9533901703114,0.0556097287339485,0.197960399006734,0.157033322026308,"MIF",1
"GO:0032892","GO:0032892","positive regulation of organic acid transport","1/21","47/17284",0.0212765957446809,17.5116514690983,3.9533901703114,0.0556097287339485,0.197960399006734,0.157033322026308,"MIF",1
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/21","47/17284",0.0212765957446809,17.5116514690983,3.9533901703114,0.0556097287339485,0.197960399006734,0.157033322026308,"MIF",1
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","2/21","316/17284",0.00632911392405063,5.20916214587101,2.63381305890395,0.0556890650183214,0.197960399006734,0.157033322026308,"GAPDH/PPIA",2
"GO:0051047","GO:0051047","positive regulation of secretion","2/21","320/17284",0.00625,5.14404761904762,2.60973657136011,0.0569456399687682,0.200960338150653,0.159413042475499,"MIF/PPIA",2
