"ID"	"log2FC"	"pvalue"	"padj"	"lfcSE"	"stat"	"observed_expression_in_control"
"ENSG00000226225"	-0.18282978978495	0.811204803644985	0.989959430947445	0.765387973446827	-0.238872044149844	"DOWN"
"ENSG00000229117"	0.0787260833947912	0.810573104977926	0.989959430947445	0.32845404391362	0.239686753302679	"UP"
"ENSG00000231500"	-0.253777445128359	0.731587732035896	0.989959430947445	0.739845173875039	-0.343014260401491	"DOWN"
"ENSG00000233927"	0.263834585255942	0.579652337111409	0.989959430947445	0.476328039826219	0.553892618524406	"UP"
"ENSG00000235650"	-0.306988725811286	0.642820232801521	0.989959430947445	0.661957076685232	-0.463759262682923	"DOWN"
"ENSG00000241343"	0.271364180393445	0.657826138220278	0.989959430947445	0.612675719707349	0.442916491815712	"UP"
"ENSG00000265681"	0.314248775945563	0.524621457428735	0.989959430947445	0.493917195487703	0.636237771870379	"UP"
"ENSG00000273673"	0.707319645079596	0.266856543122576	0.989959430947445	0.63703510761428	1.11033071274287	"UP"
"ENSG00000276701"	0.755574858751751	0.276069314700332	0.989959430947445	0.693702302479767	1.08919179891837	"UP"
"ENSG00000278229"	-0.0393743976726109	0.94379697309628	0.989959430947445	0.558514761179237	-0.0704984011335288	"DOWN"
"ENSG00000280831"	-0.22683104298672	0.725172281088076	0.989959430947445	0.645222708164158	-0.351554649451379	"DOWN"
"ENSG00000280858"	-0.261374218695444	0.730748547096147	0.989959430947445	0.759521819041056	-0.34412996722786	"DOWN"
