filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PAS98400_pass_37c98976_42c0cd09_1.pod5	50c0fd0f-afa0-4485-bad8-348cad7729e7	42c0cd09907564fb01020833874d2aa3fd3d952f	761	1	72.46	2.5625	72.985	2.0375	294	13.4055	unclassified	ENST00000304312.5	36	301	4	271	+	268	264	263	3	1	1	28	0.908163	0.996212	0.981343	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	b4e4954d-4bd0-43bb-b978-6009873a6c9f	42c0cd09907564fb01020833874d2aa3fd3d952f	727	1	79.494	6.23325	79.8565	5.87075	736	16.054	unclassified	ENST00000468812.6	12	748	0	731	+	746	721	714	10	15	7	54	0.993207	0.990291	0.957105	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	1c7725cd-80e1-48da-809e-abd2906c25d6	42c0cd09907564fb01020833874d2aa3fd3d952f	1195	1	72.57	11.994	73.045	11.519	1532	17.9852	unclassified	ENST00000392351.8	32	1560	0	1516	+	1529	1515	1504	1	13	11	60	0.989556	0.992739	0.983649	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	30c687bf-a47d-4af5-aa9e-e4e14adf1e40	42c0cd09907564fb01020833874d2aa3fd3d952f	946	1	71.238	1.91825	71.788	1.36825	204	16.9716	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	91c643b5-0530-4796-afcc-afd52b319267	42c0cd09907564fb01020833874d2aa3fd3d952f	589	1	71.529	1.98125	72.0415	1.46875	183	16.2681	unclassified	ENST00000381061.8	1655	1821	4	169	+	166	165	165	0	1	0	0	0.901639	1	0.993976	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	2d8d6734-bc0d-474a-9cce-7554c2c0627c	42c0cd09907564fb01020833874d2aa3fd3d952f	1416	1	71.088	1.9465	71.6255	1.409	216	15.1614	unclassified	ENST00000361227.2	145	346	0	203	+	204	200	197	3	1	3	60	0.939815	0.985	0.965686	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	83f42a44-6d37-41de-8c52-e04049d94387	42c0cd09907564fb01020833874d2aa3fd3d952f	1696	1	71.913	3.92275	72.438	3.39775	503	15.1931	unclassified	ENST00000559463.5	387	852	17	481	+	469	460	456	4	5	4	7	0.922465	0.991304	0.972281	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	618a3289-83a9-4adb-8ab1-6a3a55c7aec1	42c0cd09907564fb01020833874d2aa3fd3d952f	147	1	71.26	1.876	71.7475	1.3885	189	18.0875	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	1a5a0d53-9652-4bc1-a6a3-45968c376473	42c0cd09907564fb01020833874d2aa3fd3d952f	178	1	74.726	2.27725	75.0885	1.91475	177	13.7424	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	96f0069d-96ea-442e-be6b-d75ed74b8e53	42c0cd09907564fb01020833874d2aa3fd3d952f	2128	1	73.872	2.80925	74.4595	2.22175	299	16.6228	unclassified	ENST00000245458.11	14	292	2	276	+	278	274	274	0	4	0	0	0.916388	1	0.985611	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	b243a6e8-6d0a-44e1-bb1f-1b4fa772833d	42c0cd09907564fb01020833874d2aa3fd3d952f	1656	1	73.682	4.29575	74.257	3.72075	507	15.3168	unclassified	ENST00000260379.11	15	515	0	502	+	504	498	490	4	2	8	51	0.990138	0.983936	0.972222	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	a78bb94e-03b5-4461-ba94-1d89d18c92fb	42c0cd09907564fb01020833874d2aa3fd3d952f	1456	1	82.74	2.66825	83.315	2.09325	289	13.097	unclassified	ENST00000245458.11	24	293	11	280	+	272	266	258	3	3	8	0	0.930796	0.969925	0.948529	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	4a3c1712-d368-4d34-961a-6c311e8153f9	42c0cd09907564fb01020833874d2aa3fd3d952f	953	1	80.139	2.05475	80.7765	1.41725	194	17.1229	unclassified	ENST00000361624.2	917	1080	8	168	+	163	160	160	0	3	0	35	0.824742	1	0.981595	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	8bc0687e-3c28-47ff-8f4e-fe1eaff3b380	42c0cd09907564fb01020833874d2aa3fd3d952f	1889	1	71.292	2.75525	71.8795	2.16775	220	13.5808	unclassified	ENST00000009589.8	306	519	2	215	+	214	212	210	1	1	2	0	0.968182	0.990566	0.981308	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	5e06be88-0479-4df3-a51c-6436f59ac237	42c0cd09907564fb01020833874d2aa3fd3d952f	2977	1	71.847	3.926	72.322	3.451	431	18.3499	unclassified	ENST00000394667.8	13	432	0	420	+	420	419	419	1	0	0	1	0.974478	1	0.997619	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	f43c5554-7331-4e41-a94b-b56e47054182	42c0cd09907564fb01020833874d2aa3fd3d952f	592	1	71.387	3.9645	71.8745	3.477	348	16.112	unclassified	ENST00000651669.1	12	347	0	340	+	341	334	333	6	1	1	60	0.977012	0.997006	0.97654	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	282201ea-ac64-48aa-a91b-05d8415bdc8f	42c0cd09907564fb01020833874d2aa3fd3d952f	2211	1	74.255	2.469	74.8175	1.9065	99	12.446	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	ab4022fa-5253-4c38-8cf5-d18a4537fc73	42c0cd09907564fb01020833874d2aa3fd3d952f	529	1	72.493	2.0405	73.0055	1.528	209	18.5418	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	78a90260-e70b-4f44-bab8-5f4731b3b7a3	42c0cd09907564fb01020833874d2aa3fd3d952f	2072	1	71.125	1.489	71.75	0.864	76	14.2015	unclassified	ENST00000361453.3	13	83	2	69	+	70	67	67	0	3	0	0	0.881579	1	0.957143	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	f097bc9a-2c5a-487e-933a-483091cae865	42c0cd09907564fb01020833874d2aa3fd3d952f	1049	1	71.147	2.2825	71.7845	1.645	118	12.4599	unclassified	ENST00000467168.5	686	802	5	118	+	116	113	113	0	3	0	0	0.957627	1	0.974138	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	33c41f59-db09-40f3-8124-469f6f5bd63b	42c0cd09907564fb01020833874d2aa3fd3d952f	389	2	100.604	2.2955	101.041	1.858	260	15.371	unclassified	ENST00000370110.5	641	877	4	239	+	237	234	234	1	2	0	6	0.903846	1	0.987342	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	21b3cb28-aca9-4175-b2f6-7face939fb78	42c0cd09907564fb01020833874d2aa3fd3d952f	416	1	71.155	3.83525	71.655	3.33525	472	16.5578	unclassified	ENST00000361453.3	12	464	0	453	+	455	450	446	3	2	4	43	0.959746	0.991111	0.98022	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	33df26db-b020-4ff4-a34b-310041e186c8	42c0cd09907564fb01020833874d2aa3fd3d952f	632	1	81.622	2.339	82.097	1.864	256	15.8163	unclassified	ENST00000552540.5	835	1074	5	243	+	240	237	235	1	2	2	0	0.929688	0.991561	0.979167	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	d81be097-b74b-43d0-9480-d786fc9b7dd6	42c0cd09907564fb01020833874d2aa3fd3d952f	1438	1	76.191	3.76175	76.5035	3.44925	485	14.4126	unclassified	ENST00000430157.6	62	560	0	473	+	498	473	470	0	25	3	3	0.975258	0.993658	0.943775	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	dba89d11-8472-44cf-af72-ddfb6e904fde	42c0cd09907564fb01020833874d2aa3fd3d952f	905	1	75.253	4.826	75.853	4.226	527	18.3925	unclassified	ENST00000676918.1	9	521	0	515	+	517	510	510	5	2	0	0	0.97723	1	0.98646	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	df703eab-8733-4972-8ccc-4e61f31f9f76	42c0cd09907564fb01020833874d2aa3fd3d952f	277	1	72.271	6.18275	72.8335	5.62025	842	17.6089	unclassified	ENST00000530705.6	15	842	3	824	+	836	812	807	9	15	5	17	0.975059	0.993842	0.965311	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	2659a0ba-49bf-4fda-ac0f-45ebfd6b655a	42c0cd09907564fb01020833874d2aa3fd3d952f	2595	1	77.733	3.63925	78.2955	3.07675	360	14.7285	unclassified	ENST00000248378.6	304	656	0	354	+	362	344	342	10	8	2	0	0.983333	0.994186	0.944751	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	26007f08-f9e8-4324-a6f1-6375b4215232	42c0cd09907564fb01020833874d2aa3fd3d952f	1417	1	71.515	3.63325	71.99	3.15825	444	13.9447	unclassified	ENST00000361739.1	11	362	0	350	+	356	345	341	5	6	4	60	0.788288	0.988406	0.957865	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	7c2777fc-d508-45f6-bfe1-af8344f5a38f	42c0cd09907564fb01020833874d2aa3fd3d952f	2924	1	80.5	3.61425	81	3.11425	370	14.5599	unclassified	ENST00000361575.4	24	390	0	366	+	370	362	359	4	4	3	60	0.989189	0.991713	0.97027	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	887db6e7-9a42-46d8-b014-f49f8cf5e555	42c0cd09907564fb01020833874d2aa3fd3d952f	399	1	74.431	7.71275	74.9435	7.20025	857	16.2147	unclassified	ENST00000319555.8	2709	3561	0	845	+	856	841	833	4	11	8	60	0.985998	0.990488	0.973131	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	337ebbd5-82a4-4334-b541-781e96fd8f00	42c0cd09907564fb01020833874d2aa3fd3d952f	2549	1	74.006	8.411	74.656	7.761	1231	15.0602	unclassified	ENST00000361624.2	390	1542	2	1142	+	1159	1133	1128	7	19	5	60	0.926076	0.995587	0.973253	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	7b40d67e-326a-440b-b092-a550e7d58498	42c0cd09907564fb01020833874d2aa3fd3d952f	199	1	72.68	10.6597	73.18	10.1597	1601	14.3879	unclassified	ENST00000361624.2	11	1542	0	1526	+	1562	1495	1474	31	36	21	60	0.953154	0.985953	0.943662	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	9dcf58b0-e7c0-4a7d-a9ed-da8b769005ff	42c0cd09907564fb01020833874d2aa3fd3d952f	1629	1	79.025	3.185	79.5	2.71	377	15.8138	unclassified	ENST00000361575.4	15	388	0	360	+	374	359	359	1	14	0	60	0.954907	1	0.959893	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	986987f5-9e5a-48ca-a6bd-3506670db03a	42c0cd09907564fb01020833874d2aa3fd3d952f	369	1	71.908	5.3015	72.5205	4.689	693	13.7935	unclassified	ENST00000361739.1	12	684	0	662	+	678	656	640	6	16	16	60	0.955267	0.97561	0.943953	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	aff11879-9097-4d2e-a870-b3f9e73b88ad	42c0cd09907564fb01020833874d2aa3fd3d952f	2061	1	72.262	4.759	72.662	4.359	410	15.722	unclassified	ENST00000305786.7	15	423	3	397	+	408	394	391	0	14	3	60	0.960976	0.992386	0.958333	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	4992fed7-336f-40b8-b3a9-d0777308a5fc	42c0cd09907564fb01020833874d2aa3fd3d952f	1096	1	74.257	4.36925	74.9195	3.70675	400	19.2738	unclassified	ENST00000399568.5	3	398	0	391	+	395	391	391	0	4	0	60	0.9775	1	0.989873	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	bbe106b9-305e-4852-b557-c8e5be10036d	42c0cd09907564fb01020833874d2aa3fd3d952f	527	1	71.662	4.91025	72.237	4.33525	523	15.5514	unclassified	ENST00000648839.1	12	523	0	510	+	519	502	499	8	9	3	60	0.975143	0.994024	0.961464	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	522b1cb8-7e21-44d7-9bbc-0b3269aa95f2	42c0cd09907564fb01020833874d2aa3fd3d952f	893	1	79.977	5.18275	80.5645	4.59525	696	14.9068	unclassified	ENST00000361739.1	12	684	0	667	+	679	660	656	7	12	4	60	0.958333	0.993939	0.966127	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	4befac9c-8edf-4563-9c9c-15f2244846b1	42c0cd09907564fb01020833874d2aa3fd3d952f	561	1	76.433	4.06425	76.958	3.53925	457	17.5294	unclassified	ENST00000649813.2	28	484	0	447	+	456	447	444	0	9	3	60	0.978118	0.993289	0.973684	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	ca722d17-2eb5-404d-9b4b-eb0700a43588	42c0cd09907564fb01020833874d2aa3fd3d952f	506	1	73.405	5.6405	73.905	5.1405	610	15.933	unclassified	ENST00000222247.10	26	631	3	602	+	608	596	590	3	9	6	60	0.981967	0.989933	0.970395	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	09743101-0129-430c-b0bb-dc6637effce7	42c0cd09907564fb01020833874d2aa3fd3d952f	1024	1	77.813	5.22525	78.2755	4.76275	672	17.6008	unclassified	ENST00000391857.9	12	660	0	653	+	654	647	646	6	1	1	39	0.971726	0.998454	0.987768	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	41f6b479-b1a8-4d6c-93ee-50f3ce9863c3	42c0cd09907564fb01020833874d2aa3fd3d952f	1175	1	68.341	8.6715	71.4035	5.609	708	19.4619	unclassified	ENST00000259400.11	28	531	0	506	+	507	502	500	4	1	2	1	0.714689	0.996016	0.986193	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	0f608d35-44ce-4b23-92ee-32f8f2c7fe88	42c0cd09907564fb01020833874d2aa3fd3d952f	1086	1	79.568	6.4055	80.143	5.8305	730	15.5334	unclassified	ENST00000566435.4	16	742	0	715	+	727	714	712	1	12	2	60	0.979452	0.997199	0.979367	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	d0418833-978b-490a-8022-eb7608ac7a62	42c0cd09907564fb01020833874d2aa3fd3d952f	430	1	73.616	6.127	74.116	5.627	831	17.4206	unclassified	ENST00000352983.7	13	836	0	824	+	833	814	808	10	9	6	60	0.991576	0.992629	0.969988	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	4ce2ad06-ee5f-4560-be1d-a4f4676d74a7	42c0cd09907564fb01020833874d2aa3fd3d952f	2030	1	71.685	2.05975	72.21	1.53475	182	17.3101	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	8adfa2c1-1904-4ef2-bc09-1197ef52cb4c	42c0cd09907564fb01020833874d2aa3fd3d952f	468	1	71.299	2.21075	71.824	1.68575	186	12.4846	unclassified	ENST00000520627.1	261	423	7	171	+	164	162	162	2	0	0	0	0.88172	1	0.987805	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	f000a2b9-d8e3-40cc-904e-731b0dd3155b	42c0cd09907564fb01020833874d2aa3fd3d952f	346	2	100.38	4.14175	100.855	3.66675	506	14.7857	unclassified	ENST00000230050.4	14	503	0	481	+	492	478	475	3	11	3	60	0.950593	0.993724	0.965447	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	89a0c5fb-f475-404a-a6c3-8271795b4e7d	42c0cd09907564fb01020833874d2aa3fd3d952f	348	2	100.77	5.94225	101.483	5.22975	647	16.1793	unclassified	ENST00000406376.1	93	704	15	623	+	613	606	601	2	5	5	30	0.939722	0.991749	0.980424	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	4e5683b1-a2a5-417d-8074-c9443a29c0bc	42c0cd09907564fb01020833874d2aa3fd3d952f	881	1	71.392	6.98025	71.992	6.38025	831	15.0097	unclassified	ENST00000380394.9	18	829	2	818	+	823	804	795	12	7	9	20	0.981949	0.988806	0.965978	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	aacaee63-eb9e-463f-9142-baa641bae869	42c0cd09907564fb01020833874d2aa3fd3d952f	1180	1	77.812	6.4435	78.462	5.7935	838	15.2767	unclassified	ENST00000526668.5	50	716	168	831	+	669	660	654	3	6	6	1	0.791169	0.990909	0.977578	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	5605d371-e294-483c-8859-8523146b478d	42c0cd09907564fb01020833874d2aa3fd3d952f	459	1	74.413	4.137	74.838	3.712	534	21.3203	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	1b3488d9-6734-4623-94b6-d372d8948104	42c0cd09907564fb01020833874d2aa3fd3d952f	2176	1	77.399	3.75	77.8865	3.2625	392	16.4583	unclassified	ENST00000347512.8	18	399	2	382	+	383	378	378	2	3	0	10	0.969388	1	0.986945	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	248d94a0-8a5f-4633-abd2-0ccd590ed9db	42c0cd09907564fb01020833874d2aa3fd3d952f	1080	1	78.852	3.80425	79.352	3.30425	467	17.0228	unclassified	ENST00000233143.6	12	461	0	448	+	453	444	444	4	5	0	60	0.959315	1	0.980132	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	716c5ae5-1cdb-4130-90dc-1db487bfa6f4	42c0cd09907564fb01020833874d2aa3fd3d952f	1193	1	73.076	5.4755	73.626	4.9255	668	18.8746	unclassified	ENST00000391857.9	12	660	0	646	+	654	640	636	6	8	4	43	0.967066	0.99375	0.972477	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	c9a46399-d9e1-47d9-b521-cee2d3e07ac3	42c0cd09907564fb01020833874d2aa3fd3d952f	2040	1	68.836	9.296	71.011	7.121	1109	17.5383	unclassified	ENST00000361453.3	12	1042	0	1016	+	1033	1013	1004	3	17	9	60	0.916141	0.991116	0.971926	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	46a36991-dda4-4796-ac11-726a70e84135	42c0cd09907564fb01020833874d2aa3fd3d952f	2368	1	73.664	5.0115	74.1765	4.499	591	15.763	unclassified	ENST00000643754.2	14	600	0	584	+	590	580	575	4	6	5	22	0.988156	0.991379	0.974576	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	44d4fca9-372a-43b4-a832-6c35e64c6646	42c0cd09907564fb01020833874d2aa3fd3d952f	1072	1	79.939	4.9385	80.439	4.4385	697	17.6972	unclassified	ENST00000361739.1	12	684	0	664	+	672	664	660	0	8	4	58	0.952654	0.993976	0.982143	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	d053c954-cf44-4373-b56d-176e3b971963	42c0cd09907564fb01020833874d2aa3fd3d952f	1721	1	71.655	2.27125	72.055	1.87125	212	14.0045	unclassified	ENST00000628770.2	275	482	5	212	+	210	204	202	3	3	2	0	0.976415	0.990196	0.961905	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	03022e75-c078-4e99-ac6b-2c086a774ea2	42c0cd09907564fb01020833874d2aa3fd3d952f	1525	1	82.46	3.38375	82.96	2.88375	363	17.6894	unclassified	ENST00000343986.9	21	358	5	341	+	339	334	334	2	3	0	43	0.92562	1	0.985251	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	bbac6d04-d0b1-44df-b159-86cde6e07703	42c0cd09907564fb01020833874d2aa3fd3d952f	961	1	71.371	3.9585	71.8335	3.496	513	17.6314	unclassified	ENST00000230050.4	12	503	0	492	+	495	488	487	4	3	1	60	0.959064	0.997951	0.983838	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	232cef24-d1ba-4664-92ea-4ddbd6a60096	42c0cd09907564fb01020833874d2aa3fd3d952f	352	1	74.413	2.44025	74.813	2.04025	244	17.3761	unclassified	ENST00000589913.6	494	730	2	237	+	236	235	235	0	1	0	0	0.963115	1	0.995763	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	151bc106-ae69-435e-8acd-c252c0e65ed2	42c0cd09907564fb01020833874d2aa3fd3d952f	210	2	99.942	4.623	100.542	4.023	536	18.1438	unclassified	ENST00000472628.1	136	639	20	520	+	504	499	497	1	4	2	1	0.932836	0.995992	0.986111	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	cf7c79c3-5af6-4cc1-afb8-a98ea8c403a6	42c0cd09907564fb01020833874d2aa3fd3d952f	2528	1	72.083	4.21125	72.6455	3.64875	553	16.7347	unclassified	ENST00000422514.7	20	547	0	527	+	529	525	522	2	2	3	48	0.952984	0.994286	0.986767	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	bd69b1e6-6e60-4fa6-8fcc-912f9a9d53c1	42c0cd09907564fb01020833874d2aa3fd3d952f	427	1	71.408	2.63925	71.883	2.16425	126	12.4149	unclassified	ENST00000233893.10	377	491	6	115	+	114	109	105	0	5	4	1	0.865079	0.963303	0.921053	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	16da1943-9610-45e9-b8bf-12965d12cae6	42c0cd09907564fb01020833874d2aa3fd3d952f	936	1	72.064	3.50475	72.6015	2.96725	418	11.9841	unclassified	ENST00000546591.6	157	538	21	402	+	388	374	367	7	7	7	0	0.911483	0.981283	0.945876	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	efb0e93c-41c3-4e47-b0b7-d690bf251b90	42c0cd09907564fb01020833874d2aa3fd3d952f	884	1	72.719	8.6815	73.2065	8.194	1154	15.5744	unclassified	ENST00000348227.4	29	1147	0	1140	+	1158	1100	1090	40	18	10	60	0.987868	0.990909	0.941278	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	f7dbb289-a740-40df-9aa1-815acbec24ac	42c0cd09907564fb01020833874d2aa3fd3d952f	1839	1	72.279	10.5275	72.704	10.1025	1578	9.17786	unclassified	ENST00000610520.5	23	1738	11	1569	+	1745	1528	1434	30	187	94	1	0.987326	0.938482	0.821777	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	c7649049-0ee9-43da-b6b6-c0f6d689cff3	42c0cd09907564fb01020833874d2aa3fd3d952f	432	1	76.272	2.9505	76.8595	2.363	176	14.0646	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	641340d6-615e-4bac-8721-417f4cdaf664	42c0cd09907564fb01020833874d2aa3fd3d952f	577	1	72.341	6.575	72.966	5.95	802	19.0566	unclassified	ENST00000392222.7	25	808	10	794	+	786	781	775	3	2	6	0	0.977556	0.992318	0.986005	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	763e9d3c-debe-4979-9988-b46df51e845f	42c0cd09907564fb01020833874d2aa3fd3d952f	2632	1	71.502	12.4425	72.352	11.5925	1535	16.2737	unclassified	ENST00000415136.6	179	1707	0	1523	+	1543	1508	1499	15	20	9	0	0.992182	0.994032	0.971484	0
PAS98400_pass_37c98976_42c0cd09_1.pod5	5b3586b9-630a-4167-a650-5fbeb5286d6d	42c0cd09907564fb01020833874d2aa3fd3d952f	648	1	72.26	9.4665	72.885	8.8415	1184	15.3574	unclassified	ENST00000440428.5	0	1164	1	1173	+	1177	1159	1143	13	5	16	27	0.989865	0.986195	0.971113	0
