filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PAS98818_pass_a8213d2d_55b97e52_0.pod5	900bd06d-cf79-43e4-abfc-70486c0da438	55b97e52b6457c7296c12413c436f78dae40ad1f	2344	1	70.273	2.2125	70.9355	1.55	115	13.0713	unclassified	ENST00000330263.5	1941	2047	5	110	+	106	105	104	0	1	1	60	0.913043	0.990476	0.981132	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	6db00590-1ac9-4cd3-8550-af1f969b2fe4	55b97e52b6457c7296c12413c436f78dae40ad1f	109	1	70.211	1.8575	70.761	1.3075	175	12.8378	unclassified	ENST00000396113.5	1642	1791	8	155	+	150	146	144	1	3	2	0	0.84	0.986301	0.96	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	b6109a56-8ffa-4c2b-b9ad-c0807af9e293	55b97e52b6457c7296c12413c436f78dae40ad1f	1287	1	76.973	3.049	77.548	2.474	330	16.1933	unclassified	ENST00000380725.2	1	316	14	330	+	316	315	315	1	0	0	0	0.957576	1	0.996835	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	e71a1eab-b018-4bbd-b7a5-d744cc564f08	55b97e52b6457c7296c12413c436f78dae40ad1f	1378	1	70.062	4.54325	70.6245	3.98075	472	17.2726	unclassified	ENST00000647841.1	16	483	0	463	+	470	460	458	3	7	2	0	0.980932	0.995652	0.974468	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a357c327-c63a-4d4b-981d-727f97bceee9	55b97e52b6457c7296c12413c436f78dae40ad1f	1624	1	75.002	5.1165	75.652	4.4665	515	17.3509	unclassified	ENST00000430157.6	67	565	0	503	+	506	495	492	8	3	3	52	0.976699	0.993939	0.972332	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	fda08547-f919-490c-9ce3-3c00e818028e	55b97e52b6457c7296c12413c436f78dae40ad1f	1811	1	73.183	2.06725	73.708	1.54225	180	16.6476	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a0dc5a3b-c42f-4880-9881-a4a9994a50bb	55b97e52b6457c7296c12413c436f78dae40ad1f	2210	1	70.311	2.23275	70.961	1.58275	151	14.6076	unclassified	ENST00000330439.7	619	746	3	130	+	128	126	126	1	1	0	0	0.84106	1	0.984375	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	b895c1d3-8a70-4b45-8e10-091ac587c54e	55b97e52b6457c7296c12413c436f78dae40ad1f	1774	1	70.712	1.72925	71.3245	1.11675	156	13.2524	unclassified	ENST00000676189.1	1669	1811	6	143	+	142	137	133	0	5	4	0	0.878205	0.970803	0.93662	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	75dcef27-4a3a-4713-a8b9-b1f0edc73e91	55b97e52b6457c7296c12413c436f78dae40ad1f	1791	1	70.629	1.915	71.3165	1.2275	142	13.7013	unclassified	ENST00000358607.11	654	767	9	120	+	113	111	110	0	2	1	1	0.78169	0.990991	0.973451	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	3568df7c-cdfb-473a-a85d-ad7283d57969	55b97e52b6457c7296c12413c436f78dae40ad1f	2782	1	68.121	4.21475	70.2835	2.05225	288	15.0962	unclassified	ENST00000361739.1	0	191	94	285	-	194	188	186	3	3	2	33	0.663194	0.989362	0.958763	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	96f72a93-21fd-4052-a4bb-373b50c176cb	55b97e52b6457c7296c12413c436f78dae40ad1f	2635	1	70.206	1.86275	71.1935	0.87525	108	12.1585	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	c9c33a1e-912e-427c-94cd-0653c2c17a01	55b97e52b6457c7296c12413c436f78dae40ad1f	2210	1	77.769	2.21525	78.4065	1.57775	189	17.1966	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	f092a15c-fa4f-4ac5-af8e-bd4d16e8364b	55b97e52b6457c7296c12413c436f78dae40ad1f	2316	1	70.052	2.0165	70.6895	1.379	186	11.2566	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	4f486418-b3af-46ca-9dbd-6fa9cd02eabe	55b97e52b6457c7296c12413c436f78dae40ad1f	269	1	73.716	2.725	74.3035	2.1375	143	9.37251	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0cf5a5c2-376e-46cc-bcdb-33d67a73f3b7	55b97e52b6457c7296c12413c436f78dae40ad1f	1318	1	70.118	1.95025	70.8555	1.21275	117	13.4593	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	9611bf22-0ff0-4dd6-a944-cfc3564dd594	55b97e52b6457c7296c12413c436f78dae40ad1f	1026	1	70.578	1.8975	71.278	1.1975	156	11.7714	unclassified	ENST00000549258.5	21	162	6	145	+	141	139	137	0	2	2	0	0.891026	0.985611	0.971631	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	7982d9be-4c4e-4661-b163-4e6ded7df593	55b97e52b6457c7296c12413c436f78dae40ad1f	1653	1	70.445	2.09925	71.145	1.39925	131	15.9014	unclassified	ENST00000460206.6	1666	1782	5	126	+	121	116	115	5	0	1	0	0.923664	0.991379	0.950413	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	33dd9e00-db2d-4949-949f-5cc0724f92f7	55b97e52b6457c7296c12413c436f78dae40ad1f	1697	1	71.122	3.9675	71.722	3.3675	249	15.3148	unclassified	ENST00000395044.7	1570	1807	0	237	+	237	237	237	0	0	0	0	0.951807	1	1	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	93ee49a9-f8e6-4786-aa7e-4da9b4757c25	55b97e52b6457c7296c12413c436f78dae40ad1f	837	1	72.434	5.43275	73.059	4.80775	490	16.9672	unclassified	ENST00000438607.2	10	485	0	475	+	476	474	468	1	1	6	60	0.969388	0.987342	0.983193	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	d07db307-5d75-4d3d-852c-286700c69187	55b97e52b6457c7296c12413c436f78dae40ad1f	2863	1	73.384	4.61725	73.9965	4.00475	507	18.0406	unclassified	ENST00000230050.4	12	503	0	491	+	492	490	488	1	1	2	60	0.968442	0.995918	0.99187	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	27ddc967-996d-4620-8e2c-1c199570e43e	55b97e52b6457c7296c12413c436f78dae40ad1f	1317	1	70.531	2.59475	71.206	1.91975	232	11.7787	unclassified	ENST00000600213.3	843	1049	3	208	+	209	202	184	3	4	18	0	0.883621	0.910891	0.880383	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	5c176350-1e21-4b30-ab49-d809e06d1c80	55b97e52b6457c7296c12413c436f78dae40ad1f	724	1	71.253	2.85025	71.8655	2.23775	341	13.1751	unclassified	ENST00000440623.5	5081	5420	4	327	+	343	319	317	4	20	2	0	0.947214	0.99373	0.924198	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	094ef024-9144-49fc-8cb4-9b666c9e78cd	55b97e52b6457c7296c12413c436f78dae40ad1f	2815	1	74.594	4.30725	75.169	3.73225	406	16.7989	unclassified	ENST00000260379.11	116	515	0	394	+	399	394	390	0	5	4	60	0.970443	0.989848	0.977444	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	e3c73a76-9b0e-49eb-92cf-4b91b5293d3d	55b97e52b6457c7296c12413c436f78dae40ad1f	890	1	70.64	5.42425	71.215	4.84925	520	14.9737	unclassified	ENST00000407193.7	14	543	0	515	+	533	511	510	4	18	1	53	0.990385	0.998043	0.956848	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	235a4e3f-e00f-4b96-8c19-80b49dec4823	55b97e52b6457c7296c12413c436f78dae40ad1f	1786	1	70.837	4.56625	71.3995	4.00375	472	15.938	unclassified	ENST00000287038.8	34	498	0	461	+	465	460	460	1	4	0	15	0.976695	1	0.989247	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	24d80562-51b2-4b33-9ea2-a85b99714491	55b97e52b6457c7296c12413c436f78dae40ad1f	1315	1	71.097	4.687	71.7095	4.0745	537	16.9515	unclassified	ENST00000570330.5	14	459	0	521	+	523	443	442	78	2	1	1	0.970205	0.997743	0.845124	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	e0877a6d-436a-412f-b424-6bd9d6228bda	55b97e52b6457c7296c12413c436f78dae40ad1f	527	1	70.063	2.00575	70.763	1.30575	122	15.0437	unclassified	ENST00000315731.4	593	680	6	93	+	87	87	87	0	0	0	0	0.713115	1	1	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	6e723675-2d30-432a-9932-346172eb1c7c	55b97e52b6457c7296c12413c436f78dae40ad1f	2553	1	71.301	4.468	71.801	3.968	470	15.2628	unclassified	ENST00000351137.8	51	506	5	459	+	456	453	449	1	2	4	60	0.965957	0.99117	0.984649	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a471f3d1-b45f-47d3-a9cd-8a96825b2bfa	55b97e52b6457c7296c12413c436f78dae40ad1f	254	1	70.94	3.922	71.5525	3.3095	480	17.0563	unclassified	ENST00000540040.3	784	1249	14	475	+	472	454	401	7	11	53	12	0.960417	0.88326	0.849576	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	bdf9421f-9006-4a54-a9ee-0442a7424142	55b97e52b6457c7296c12413c436f78dae40ad1f	765	1	70.158	2.38575	70.758	1.78575	128	13.4959	unclassified	ENST00000228318.8	1217	1328	6	115	+	111	109	109	0	2	0	0	0.851562	1	0.981982	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	de73079d-d773-47e5-9596-404249b5b6d1	55b97e52b6457c7296c12413c436f78dae40ad1f	837	1	70.117	1.95175	70.867	1.20175	114	14.0521	unclassified	ENST00000470985.3	585	678	6	100	+	94	93	93	1	0	0	0	0.824561	1	0.989362	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	89b07b36-6a9d-4c7c-b304-75b111588042	55b97e52b6457c7296c12413c436f78dae40ad1f	1925	1	70.425	2.07	71.025	1.47	169	11.8339	unclassified	ENST00000599898.5	335	488	4	159	+	155	153	150	2	0	3	0	0.91716	0.980392	0.967742	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	51313f8e-6be8-49d3-b88d-96e6814ba2fa	55b97e52b6457c7296c12413c436f78dae40ad1f	771	1	67.201	4.074	67.201	4.074	173	5.0219	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	3d23ffac-af21-42ab-b107-3fddc959e7fc	55b97e52b6457c7296c12413c436f78dae40ad1f	2310	1	73.121	6.412	73.5835	5.9495	886	11.1787	unclassified	ENST00000267205.7	1512	2419	0	879	+	926	860	838	19	47	22	0	0.992099	0.974419	0.904968	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	ca30dabc-2909-4e10-987d-b76affa77e57	55b97e52b6457c7296c12413c436f78dae40ad1f	710	1	71.543	4.79525	71.8805	4.45775	486	9.54515	unclassified	ENST00000617731.2	125	579	0	457	+	477	434	417	23	20	17	1	0.940329	0.960829	0.874214	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	91fe0588-8c2f-4740-834a-fa1b08e209db	55b97e52b6457c7296c12413c436f78dae40ad1f	449	1	70.903	4.827	71.6655	4.0645	481	17.3323	unclassified	ENST00000479035.7	6	485	0	477	+	481	475	470	2	4	5	54	0.991684	0.989474	0.977131	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	337c6541-4f12-43eb-a905-03e5e6bcbd76	55b97e52b6457c7296c12413c436f78dae40ad1f	308	1	72.434	5.7865	73.084	5.1365	596	15.0927	unclassified	ENST00000222247.10	23	630	0	590	+	609	588	578	2	19	10	52	0.989933	0.982993	0.949097	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	5410d508-3c69-4b64-9c24-b68ca6b48ca2	55b97e52b6457c7296c12413c436f78dae40ad1f	908	1	71.526	5.07525	72.126	4.47525	437	16.4651	unclassified	ENST00000348462.6	18	452	0	432	+	436	430	429	2	4	1	46	0.988558	0.997674	0.983945	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a7a0d1a1-b353-49d5-a215-dcb7156ce162	55b97e52b6457c7296c12413c436f78dae40ad1f	281	1	70.094	1.975	70.694	1.375	173	13.2113	unclassified	ENST00000311111.11	218	370	6	156	+	152	150	150	0	2	0	0	0.867052	1	0.986842	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	54da53f0-c9dd-48be-bca5-55fbad7e2cfc	55b97e52b6457c7296c12413c436f78dae40ad1f	109	1	73.22	3.047	73.8075	2.4595	349	11.4492	unclassified	ENST00000361227.2	13	346	4	328	+	337	320	318	4	13	2	60	0.928367	0.99375	0.94362	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	af974365-5330-43f0-a663-3c61458ca4f7	55b97e52b6457c7296c12413c436f78dae40ad1f	373	1	71.912	2.51475	72.7245	1.70225	211	15.2727	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	083d8e8d-8259-4360-8ffe-4cda3e6b3f42	55b97e52b6457c7296c12413c436f78dae40ad1f	828	1	71.456	4.36825	72.106	3.71825	501	16.9202	unclassified	ENST00000230050.4	17	503	0	490	+	491	485	484	5	1	1	60	0.978044	0.997938	0.985743	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a6e7ac1f-9e5c-4eab-b4d0-be8a97ea9990	55b97e52b6457c7296c12413c436f78dae40ad1f	322	1	70.009	3.57125	70.7465	2.83375	283	14.9436	unclassified	ENST00000556230.2	398	675	0	271	+	279	269	269	2	8	0	0	0.957597	1	0.964158	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	b7717858-06ca-4124-a2fb-869c065d4552	55b97e52b6457c7296c12413c436f78dae40ad1f	1803	1	74.75	4.7695	75.3125	4.207	505	14.3131	unclassified	ENST00000429711.7	32	532	0	485	+	501	484	478	1	16	6	38	0.960396	0.987603	0.954092	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	1f049481-1ef3-40f7-b2f4-8b4931bfd8c0	55b97e52b6457c7296c12413c436f78dae40ad1f	451	1	70.783	7.555	71.408	6.93	823	11.8772	unclassified	ENST00000380384.5	588	1355	32	797	+	782	750	737	15	17	13	1	0.929526	0.982667	0.942455	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	1d8e6853-95cb-4138-9651-555a8460d797	55b97e52b6457c7296c12413c436f78dae40ad1f	336	1	66.972	3.69975	66.972	3.69975	195	4.7756	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0a449790-03aa-4427-84ba-097536d2d20c	55b97e52b6457c7296c12413c436f78dae40ad1f	1911	1	76.265	2.85575	76.8775	2.24325	261	18.8247	unclassified	ENST00000361789.2	899	1141	1	245	+	244	242	242	2	0	0	60	0.934866	1	0.991803	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	074f9a49-f865-4ab5-b77a-c95697c088bb	55b97e52b6457c7296c12413c436f78dae40ad1f	2278	1	70.191	2.29	70.7785	1.7025	129	17.3666	unclassified	ENST00000519287.1	546	670	0	122	+	124	122	122	0	2	0	0	0.945736	1	0.983871	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	bb2e59c7-6400-4ffa-9a22-0bfadbe6a63c	55b97e52b6457c7296c12413c436f78dae40ad1f	2031	1	72.717	3.4115	73.4045	2.724	368	16.8475	unclassified	ENST00000361575.4	20	390	1	362	+	370	361	358	0	9	3	60	0.980978	0.99169	0.967568	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	c645a7fc-6e41-4b3e-b527-6a07ca249cfd	55b97e52b6457c7296c12413c436f78dae40ad1f	611	1	74.285	3.76525	74.7975	3.25275	194	13.7247	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	fceb1878-9461-4a59-8d05-010dacad5b3e	55b97e52b6457c7296c12413c436f78dae40ad1f	795	1	70.442	0.952	71.1295	0.2645	18	6.56023	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	1684881b-473b-4c6b-92ff-9a3ee82b019f	55b97e52b6457c7296c12413c436f78dae40ad1f	344	1	72.959	3.264	73.384	2.839	324	14.1147	unclassified	ENST00000651669.1	14	347	0	320	+	336	317	309	3	16	8	60	0.987654	0.974763	0.919643	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	42322a6c-2c33-4f9b-a52b-a0e4555f0ac0	55b97e52b6457c7296c12413c436f78dae40ad1f	1528	1	72.618	3.43925	73.218	2.83925	140	18.0672	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	bfea4e17-eb35-415a-ae92-b38158679fab	55b97e52b6457c7296c12413c436f78dae40ad1f	2284	1	72.079	2.5395	72.7665	1.852	138	13.7938	unclassified	ENST00000619601.1	959	1080	4	124	+	121	120	120	0	1	0	0	0.869565	1	0.991736	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	420435e4-490d-491f-86b8-e4406686b4ec	55b97e52b6457c7296c12413c436f78dae40ad1f	578	1	70.802	3.4005	71.4645	2.738	374	14.4302	unclassified	ENST00000361390.2	14	380	0	342	+	368	340	335	2	26	5	60	0.914438	0.985294	0.910326	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	775a35a7-7158-4b36-8232-58ed1e0e2daa	55b97e52b6457c7296c12413c436f78dae40ad1f	1826	1	67.663	6.1675	69.7255	4.105	476	17.8144	unclassified	ENST00000394667.8	13	432	0	418	+	420	417	415	1	2	2	1	0.878151	0.995204	0.988095	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	49da7a57-20bf-46a8-9a32-febc832b5cec	55b97e52b6457c7296c12413c436f78dae40ad1f	2106	1	72.689	2.44375	73.289	1.84375	271	14.3841	unclassified	ENST00000677354.1	865	1124	2	258	+	264	251	249	5	8	2	0	0.944649	0.992032	0.943182	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	b996d722-25d2-4c29-9947-1c8494500e47	55b97e52b6457c7296c12413c436f78dae40ad1f	383	1	76.312	3.145	77.112	2.345	359	19.0069	unclassified	ENST00000361272.9	1574	1929	0	359	+	364	350	348	9	5	2	60	1	0.994286	0.956044	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	fc1c323d-a9af-4f72-b04c-8be551e97ba3	55b97e52b6457c7296c12413c436f78dae40ad1f	1680	1	70.076	1.99225	70.7135	1.35475	174	17.0435	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	004840a2-e657-48f0-b558-4edb8704c8f7	55b97e52b6457c7296c12413c436f78dae40ad1f	2277	1	70.804	2.76675	71.4665	2.10425	206	16.9468	unclassified	ENST00000677014.1	1547	1738	3	194	+	192	190	190	1	1	0	0	0.927184	1	0.989583	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	f9c0aa88-4afa-41c2-958e-2724d7845984	55b97e52b6457c7296c12413c436f78dae40ad1f	2073	1	74.381	3.818	75.006	3.193	437	19.4138	unclassified	ENST00000427805.6	181	586	5	410	+	405	405	404	0	0	1	0	0.926773	0.997531	0.997531	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	fece300e-33d8-4441-8e68-f8f41afa0a19	55b97e52b6457c7296c12413c436f78dae40ad1f	1798	1	72.325	3.42925	72.6375	3.11675	432	17.8809	unclassified	ENST00000323274.15	21	436	16	432	+	418	413	409	3	2	4	0	0.962963	0.990315	0.978469	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	1de9fc5c-f502-4306-9236-e7a5900ebfb0	55b97e52b6457c7296c12413c436f78dae40ad1f	392	1	70.038	2.03075	70.663	1.40575	124	12.974	unclassified	ENST00000615720.4	1239	1353	7	120	+	114	113	113	0	1	0	0	0.91129	1	0.991228	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a1ee52ef-86f3-4a46-9fc9-e69e4267b584	55b97e52b6457c7296c12413c436f78dae40ad1f	2894	1	68.121	7.03	69.671	5.48	713	15.3473	unclassified	ENST00000361624.2	974	1534	0	553	+	565	548	547	5	12	1	60	0.775596	0.998175	0.968142	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	4ca6782c-d222-4858-8c3d-ffd879b56a19	55b97e52b6457c7296c12413c436f78dae40ad1f	1347	1	74.281	3.0155	74.7935	2.503	253	16.4889	unclassified	ENST00000509736.5	332	576	0	239	+	244	239	235	0	5	4	0	0.944664	0.983264	0.963115	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	8764b365-4f4d-4683-9db8-ef33bf9d3189	55b97e52b6457c7296c12413c436f78dae40ad1f	1385	1	70.231	2.1525	70.8185	1.565	145	15.1018	unclassified	ENST00000246747.9	780	921	4	145	+	141	141	141	0	0	0	0	0.972414	1	1	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	8a086d61-fd19-4655-ade4-f0f1c0b976ea	55b97e52b6457c7296c12413c436f78dae40ad1f	2116	1	70.733	4.888	71.358	4.263	540	17.7194	unclassified	ENST00000372360.9	11	534	0	526	+	529	520	519	6	3	1	49	0.974074	0.998077	0.981096	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	85858f9d-4836-4c49-8b76-fa4874b6d8a7	55b97e52b6457c7296c12413c436f78dae40ad1f	1692	1	70.508	3.14725	71.1205	2.53475	344	14.2013	unclassified	ENST00000361227.2	12	346	0	327	+	335	326	318	1	8	8	60	0.950581	0.97546	0.949254	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	8838cfb3-61c0-4bf2-88f4-2afd25452d43	55b97e52b6457c7296c12413c436f78dae40ad1f	1350	1	71.453	5.2135	72.103	4.5635	508	16.6359	unclassified	ENST00000479035.7	0	498	3	493	+	500	488	482	2	10	6	60	0.964567	0.987705	0.964	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	163643df-3c22-4cbb-8315-14604821dca6	55b97e52b6457c7296c12413c436f78dae40ad1f	1293	1	73.859	4.72	74.359	4.22	540	15.3696	unclassified	ENST00000251453.8	15	558	0	533	+	545	531	519	2	12	12	50	0.987037	0.977401	0.952294	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	795e9fe2-62ad-405d-8c8d-fb5832d9b67b	55b97e52b6457c7296c12413c436f78dae40ad1f	1105	1	71.626	6.353	72.101	5.878	830	16.1559	unclassified	ENST00000361899.2	0	681	149	819	+	689	662	657	8	19	5	60	0.807229	0.992447	0.953556	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	7c3dbf3d-e03a-4f41-840e-464def46983d	55b97e52b6457c7296c12413c436f78dae40ad1f	2284	1	74.898	4.196	75.598	3.496	455	19.4108	unclassified	ENST00000264258.8	15	442	0	430	+	430	427	423	3	0	4	23	0.945055	0.990632	0.983721	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	e8a1e95b-0095-4522-861b-31abf59157f6	55b97e52b6457c7296c12413c436f78dae40ad1f	2908	1	71.049	7.051	71.6865	6.4135	848	14.6641	unclassified	ENST00000553490.5	18	727	0	693	+	715	687	683	6	22	4	1	0.817217	0.994178	0.955245	0
